ensg	uniprot	length	mw_da	gravy	pI	n_tm	has_signal	n_tryptic_7_30	mature_start	mature_end	mature_length	n_glyco_sites	n_mod_res	n_disulfide	n_lipid_sites	n_glyco_sites_observed	n_mod_res_observed	n_disulfide_observed	n_lipid_sites_observed	has_propeptide	pe_level	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	disorder_fraction_proxy	pest_score_max	pest_score_sum	n_pest_regions	pest_fraction	is_secreted	is_ecm	is_membrane	is_nuclear	is_chromatin	is_cytoplasmic	is_mitochondrial	is_er_golgi	is_lysosome	is_peroxisome	is_endosome	is_vesicle	is_lipid_droplet	is_cytoskeleton	is_projection	n_compartments	is_multilocal	topo_multipass	topo_single_type1	topo_single_type2	topo_single_other	topo_peripheral	topo_lipid_anchor	topo_extracellular_aa	topo_cytoplasmic_aa	loc_n_clauses	loc_n_observed	loc_go_n_terms	loc_source	tryptic_per_kda	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio	is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding	mirna_site_density
ENSG00000169239	Q9Y2D0	317	36434	-0.4725	6.7	0	0	11	34	317	284	0	0	0	0	0	0	0	0	0	1	0.02112676056338028	0.23591549295774647	0.07042253521126761	0.04929577464788732	0.10915492957746478	1	0.0	0.20384615384615384	0.05	0.0921266968325792	3	0.14788732394366197	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	cc	0.3019	12.0	6837.0	8.0	42.84042708790405	0.6059285240760937	0.6875	136.0	5747.0	951.0	52.94117647058824	41.378110318427005	6.043112513144059	0.0	0.0			0.0	17.0	16.0	3.0	24.0	18.0	0.2770666666666666	1.0	147.0	1.0	1.0	1.0	0.0	2.9580650774317037
ENSG00000130733	Q9BWQ6	316	35151	0.2171	5.53	5	0	4	2	316	315	0	0	0	0	0	1	0	0	0	1	0.012698412698412698	0.13968253968253969	0.0761904761904762	0.06031746031746032	0.12063492063492064	1	0.0	0.061855670103092786	0.032368421052631574	0.032368421052631574	1	0.06031746031746032	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	5	4	6	cc	0.1138	47.0	2111.0	10.0	61.53481762198011	0.7262661328031412	0.9375	159.0	1001.0	948.0	72.32704402515722	58.54145854145855	1.0559071729957803	0.0	0.0			0.0	5.0	5.0	45.0	91.0	42.422222222222224	0.2617	1.0	166.0	1.0	1.0	1.0	0.0	4.9950049950049955
ENSG00000167208	Q7Z614	316	36178	-0.4212	8.77	0	0	17	1	316	316	0	1	0	0	0	0	0	0	0	1	0.028481012658227847	0.2689873417721519	0.060126582278481014	0.05063291139240506	0.0759493670886076	1	0.0	0.410958904109589	0.05346153846153845	0.0797948717948718	3	0.12658227848101267	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	1	0	0	0	6	6	3	cc	0.4699	9.0	2860.0	4.0	54.12587412587413	0.6995117152658781	0.875	132.0	1777.0	948.0	61.36363636363637	47.833427124366914	1.8744725738396624	0.0	0.0			0.0	0.0	0.0	3.0	59.0	49.0	0.3142	1.0	27.0	0.0	1.0	0.0	0.0	0.0
ENSG00000279408	A0A096LPK9	316	35706	0.9044	8.79	7	0	10	1	316	316	0	0	1	0	0	0	0	0	0	3	0.0379746835443038	0.12974683544303797	0.04113924050632911	0.05063291139240506	0.11392405063291139	1	0.0	0.0	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.2801	1.0	1125.0	1.0	45.422222222222224	0.5896409095260601	0.5	91.0	83.0	948.0	31.868131868131865	42.16867469879519	0.0875527426160337	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128944	Q9Y448	316	35438	-0.7079	6.19	0	0	18	1	316	316	0	0	0	0	0	1	0	0	0	1	0.015822784810126583	0.29430379746835444	0.04746835443037975	0.04430379746835443	0.03164556962025317	2	0.0	0.5136986301369864	0.03653846153846155	0.06082417582417582	2	0.08544303797468354	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	8	5	8	cc	0.5079	17.0	1757.0	9.0	46.49971542401821	0.5636265276114242	0.6875	115.0	691.0	948.0	55.65217391304348	40.37626628075253	0.7289029535864979	1.0	1.0	5.0	5.0	0.0	4.0	4.0	8.0	35.0	14.0	0.21435	1.0	156.0	1.0	1.0	1.0	0.0	5.788712011577425
ENSG00000109079	Q13829	316	36204	-0.5348	8.13	0	0	21	1	316	316	0	0	0	0	0	2	0	0	0	1	0.028481012658227847	0.27531645569620256	0.03164556962025317	0.060126582278481014	0.08544303797468354	1	0.0	0.3801369863013699	0.08714285714285713	0.1526153846153846	5	0.22151898734177214	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	5	cc	0.58	17.0	3570.0	7.0	52.268907563025216	0.6925533754584616	0.5	210.0	2409.0	948.0	67.14285714285714	49.3565794935658	2.5411392405063293	0.0	0.0			0.0	11.0	11.0	31.0	80.0	23.387096774193548	0.5099354838709678	1.0	133.0	1.0	1.0	1.0	0.0	4.566210045662101
ENSG00000132664	Q9H1D9	316	35684	-0.3527	6.0	0	0	17	2	316	315	0	0	0	0	0	1	0	0	0	1	0.022222222222222223	0.2507936507936508	0.044444444444444446	0.05714285714285714	0.06984126984126984	1	0.0	0.23024054982817868	0.05346153846153845	0.09346153846153846	4	0.15555555555555556	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	cc	0.4764	28.0	2156.0	9.0	40.07421150278293	0.5329100816733898	0.375	117.0	1088.0	948.0	67.52136752136752	35.20220588235294	1.1476793248945147	1.0	1.0	15.0	15.0	1.0	2.0	2.0	0.0				0.0	111.0	1.0	1.0	0.0	0.0	1.838235294117647
ENSG00000204052	Q5JTD7	316	33409	0.0209	4.47	0	0	7	1	316	316	0	0	0	0	0	0	0	0	0	1	0.02531645569620253	0.1930379746835443	0.05063291139240506	0.08860759493670886	0.022151898734177215	2	0.0	0.1678082191780822	0.05	0.057777777777777775	2	0.0949367088607595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.2095	3.0	1782.0	6.0	67.84511784511784	0.6679866897936235	0.5625	561.0	270.0	948.0	79.14438502673798	58.51851851851851	0.2848101265822785	0.0	0.0			0.0	3.0	2.0	0.0				0.0	17.0	0.0	1.0	0.0	0.0	11.11111111111111
ENSG00000198074	O60218	316	36020	-0.3247	7.99	0	0	20	1	316	316	0	0	0	0	0	2	0	0	0	1	0.012658227848101266	0.2689873417721519	0.056962025316455694	0.04746835443037975	0.10126582278481013	1	0.0	0.3595890410958904	0.039999999999999994	0.07653846153846154	2	0.08544303797468354	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	5	cc	0.5552	17.0	1619.0	10.0	47.745521927115504	0.6602814880929906	0.9375	345.0	323.0	948.0	53.04347826086957	35.294117647058826	0.3407172995780591	0.0	0.0			0.0	0.0	0.0	0.0				0.0	66.0	0.0	1.0	0.0	0.0	0.0
ENSG00000205084	Q9H6L2	316	36059	0.1437	8.08	2	0	16	1	316	316	3	0	0	0	0	0	0	0	0	1	0.00949367088607595	0.16772151898734178	0.060126582278481014	0.04746835443037975	0.12341772151898735	3	0.0	0.08561643835616438	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	4	0	3	cc	0.4437	32.0	4247.0	7.0	49.39957617141511	0.6424737559821972	0.4375	43.0	3253.0	948.0	69.76744186046511	46.78758069474331	3.431434599156118	0.0	0.0			0.0	3.0	3.0	0.0				0.0	85.0	1.0	1.0	0.0	0.0	0.9222256378727328
ENSG00000183706	Q8N0Y3	316	35724	0.8962	8.79	7	0	10	1	316	316	1	0	1	0	0	0	0	0	0	2	0.0379746835443038	0.12974683544303797	0.04113924050632911	0.05063291139240506	0.11392405063291139	1	0.0	0.0	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.2799	1.0	1341.0	1.0	43.32587621178225	0.5851152269008094	0.0	0.0	390.0	948.0		34.35897435897436	0.4113924050632911	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000132514	Q8IUN9	316	35446	-0.4174	5.99	1	0	10	1	316	316	2	0	3	0	0	0	0	0	0	1	0.04430379746835443	0.18037974683544303	0.0379746835443038	0.08227848101265822	0.09177215189873418	2	0.0	0.05821917808219178	0.008571428571428563	0.008571428571428563	1	0.04430379746835443	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	8	4	4	cc	0.2821	20.0	1660.0	9.0	51.9277108433735	0.6972092416895378	0.5625	273.0	517.0	867.0	58.60805860805861	41.00580270793037	0.5963091118800461	0.0	0.0			0.0	2.0	2.0	0.0				0.0	17.0	0.0	1.0	0.0	0.0	3.8684719535783363
ENSG00000181939	Q8NGM1	316	35667	0.8345	7.9	7	0	5	1	316	316	1	0	1	0	0	0	0	0	0	3	0.03164556962025317	0.11392405063291139	0.04113924050632911	0.04746835443037975	0.12974683544303797	2	0.0	0.0273972602739726	0.0025000000000000022	0.0025000000000000022	1	0.05063291139240506	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.1402	2.0	951.0	1.0	43.53312302839117	0.5546208208925042	0.0	0.0	0.0	948.0			0.0	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000227471	C9JRZ8	316	36537	-0.3563	6.68	0	0	20	1	316	316	0	2	0	0	0	0	0	0	0	1	0.00949367088607595	0.27848101265822783	0.05379746835443038	0.04430379746835443	0.11708860759493671	1	0.0	0.4417808219178082	0.039999999999999994	0.07653846153846154	2	0.08544303797468354	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	cc	0.5474	5.0	1641.0	12.0	48.14137720901889	0.6526295122186491	0.3125	286.0	320.0	1032.0	55.24475524475524	37.1875	0.3100775193798449	0.0	0.0			0.0	0.0	0.0	0.0				0.0	12.0	0.0	0.0	0.0	0.0	0.0
ENSG00000085662	P15121	316	35853	-0.2597	6.99	0	0	17	2	316	315	0	1	0	0	0	4	0	0	0	1	0.022222222222222223	0.23492063492063492	0.06349206349206349	0.050793650793650794	0.08888888888888889	1	0.0	0.16838487972508592	0.02428571428571427	0.032063492063492044	2	0.10158730158730159	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	cc	0.4742	42.0	1361.0	10.0	53.04922850844967	0.7053707225755024	0.9375	38.0	372.0	948.0	76.31578947368422	46.50537634408602	0.3924050632911392	0.0	0.0			0.0	1.0	1.0	0.0				0.0	101.0	0.0	1.0	0.0	0.0	2.6881720430107525
ENSG00000135472	Q9BWQ8	316	35110	0.4127	6.5	7	0	3	1	316	316	1	0	0	0	0	0	0	0	0	1	0.0189873417721519	0.11708860759493671	0.060126582278481014	0.06329113924050633	0.1518987341772152	1	0.0	0.03424657534246575	0.0207142857142857	0.06032967032967032	3	0.17721518987341772	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	4	1	5	cc	0.0854	14.0	4667.0	12.0	58.38868652239125	0.6800127292669682	0.6875	108.0	3608.0	948.0	66.66666666666666	58.67516629711752	3.8059071729957807	0.0	0.0			0.0	7.0	7.0	0.0				0.0	18.0	0.0	1.0	0.0	0.0	1.9401330376940134
ENSG00000170917	P53370	316	35679	-0.3528	8.11	0	0	21	1	316	316	0	0	0	0	0	0	0	0	0	1	0.0189873417721519	0.24050632911392406	0.05063291139240506	0.08544303797468354	0.10759493670886076	1	0.0	0.2568493150684932	0.06833333333333336	0.11963908640379228	5	0.22151898734177214	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	cc	0.5886	14.0	1227.0	5.0	46.37326813365934	0.5445933506751761	0.4375	25.0	251.0	948.0	56.00000000000001	30.2788844621514	0.2647679324894514	0.0	0.0			0.0	0.0	0.0	8.0	30.0	18.5	0.7136750000000001	1.0	90.0	1.0	1.0	1.0	0.0	0.0
ENSG00000137947	Q00403	316	34833	-0.2693	8.47	0	0	18	1	316	316	0	0	0	0	0	4	0	0	0	1	0.028481012658227847	0.2563291139240506	0.05063291139240506	0.05379746835443038	0.06329113924050633	0	0.0	0.19863013698630136	0.03	0.052307692307692305	3	0.13291139240506328	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	3	11	cc	0.5168	12.0	1599.0	7.0	39.1494684177611	0.5219507070951152	0.6875	68.0	580.0	948.0	58.82352941176471	29.48275862068965	0.6118143459915611	1.0	7.0	17.428571428571427	26.0	1.0	7.0	7.0	0.0				0.0	140.0	1.0	1.0	1.0	0.0	12.06896551724138
ENSG00000243789	P0C870	316	35932	-0.1826	5.05	0	0	17	1	316	316	0	0	0	0	0	0	1	0	0	1	0.022151898734177215	0.20569620253164558	0.0949367088607595	0.0379746835443038	0.12025316455696203	0	0.0	0.13013698630136986	0.02428571428571427	0.07095238095238095	4	0.17721518987341772	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	3	cc	0.4731	13.0	1409.0	8.0	60.39744499645139	0.6792063518105513	0.9375	33.0	425.0	948.0	75.75757575757575	57.88235294117647	0.4483122362869198	0.0	0.0			0.0	0.0	0.0	2.0	22.0	20.5	0.3716	1.0	152.0	1.0	1.0	1.0	0.0	0.0
ENSG00000165275	Q6PF06	316	36124	-0.6354	7.47	0	0	7	1	316	316	0	0	0	0	0	0	0	0	0	1	0.022151898734177215	0.2911392405063291	0.03481012658227848	0.06645569620253164	0.07911392405063292	0	0.0	0.3664383561643836	0.0	0.0	0	0.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	go	0.1938	35.0	2293.0	9.0	46.88181421718273	0.56391968961156	0.625	77.0	1265.0	948.0	66.23376623376623	47.11462450592885	1.3343881856540083	0.0	0.0			0.0	4.0	4.0	1.0	13.0	13.0	0.3954	1.0	148.0	1.0	1.0	1.0	0.0	3.16205533596838
ENSG00000171133	Q8NGT1	316	35045	0.8146	8.28	7	0	5	1	316	316	1	0	1	0	0	0	0	0	0	2	0.0379746835443038	0.11075949367088607	0.03164556962025317	0.04430379746835443	0.09177215189873418	3	0.0	0.03767123287671233	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.1427	2.0	1373.0	2.0	41.587764020393294	0.5639959305272159	0.5	168.0	254.0	948.0	30.35714285714285	36.22047244094488	0.2679324894514768	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187726	P59910	316	36118	-0.5092	8.06	0	0	16	1	316	316	0	0	0	0	0	0	0	0	0	1	0.00949367088607595	0.28164556962025317	0.06962025316455696	0.08544303797468354	0.10759493670886076	0	0.0	0.4657534246575342	0.07038461538461538	0.10126373626373625	4	0.16772151898734178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	2	11	cc	0.443	8.0	1162.0	8.0	54.38898450946644	0.6823718981154603	0.9375	44.0	167.0	948.0	61.36363636363637	59.2814371257485	0.1761603375527426	0.0	0.0			0.0	2.0	2.0	0.0				0.0	56.0	1.0	1.0	0.0	0.0	11.976047904191615
ENSG00000103415	P30519	316	36033	-0.5794	5.09	1	0	17	2	316	315	0	0	0	0	0	4	0	0	0	1	0.009523809523809525	0.2857142857142857	0.031746031746031744	0.06031746031746032	0.10476190476190476	0	0.0	0.4742268041237113	0.08714285714285713	0.10825396825396824	3	0.13968253968253969	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	6	0	4	cc	0.4718	56.0	1673.0	6.0	57.14285714285714	0.7033040079512163	0.5625	131.0	591.0	948.0	69.46564885496184	57.1912013536379	0.6234177215189873	0.0	0.0			0.0	7.0	6.0	22.0	79.0	18.318181818181817	0.1032818181818182	1.0	156.0	1.0	1.0	1.0	0.0	11.844331641285956
ENSG00000129757	P49918	316	32177	-0.2101	5.17	0	0	10	1	316	316	0	1	0	0	0	1	0	0	0	1	0.00949367088607595	0.18354430379746836	0.17405063291139242	0.05379746835443038	0.03164556962025317	0	0.2356902356902357	0.17123287671232876	0.027666666666666673	0.027666666666666673	1	0.04746835443037975	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.3108	12.0	1773.0	4.0	62.94416243654823	0.5640351163535591	0.75	152.0	703.0	915.0	70.39473684210526	44.38122332859175	0.7683060109289618	0.0	0.0			0.0	8.0	8.0	3.0	21.0	21.0	0.0023	1.0	131.0	1.0	1.0	1.0	0.0	11.379800853485065
ENSG00000179919	Q8NGE5	316	35695	0.6826	8.54	7	0	8	1	316	316	1	0	0	0	0	0	0	0	0	3	0.03164556962025317	0.11392405063291139	0.04746835443037975	0.04113924050632911	0.12658227848101267	4	0.0	0.010273972602739725	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.2241	1.0	951.0	1.0	44.269190325972666	0.5710137214115499	0.0	0.0	0.0	948.0			0.0	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000104537	P27216	316	35415	-0.6098	5.24	0	0	22	2	316	315	0	0	0	0	0	0	0	1	0	1	0.012698412698412698	0.3333333333333333	0.006349206349206349	0.06984126984126984	0.06349206349206349	0	0.0	0.7731958762886598	0.05700000000000001	0.07269230769230771	3	0.1365079365079365	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	6	4	11	cc	0.6212	14.0	1456.0	11.0	47.184065934065934	0.5811525624729111	0.75	59.0	446.0	948.0	38.983050847457626	41.92825112107623	0.4704641350210971	0.0	0.0			0.0	0.0	0.0	0.0				0.0	3.0	0.0	1.0	0.0	0.0	0.0
ENSG00000185372	Q8NHB1	315	34857	0.7397	8.65	7	0	6	1	315	315	1	0	1	0	0	0	0	0	0	3	0.0380952380952381	0.11428571428571428	0.031746031746031744	0.07301587301587302	0.12063492063492064	1	0.0	0.0	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.1721	4.0	2423.0	4.0	47.33801073049938	0.6397321802105975	1.0	240.0	1235.0	945.0	58.75	40.24291497975708	1.306878306878307	0.0	0.0			0.0	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000151475	Q9H0C2	315	35022	-0.0286	10.46	6	0	23	1	315	315	0	0	0	0	0	0	0	0	0	1	0.015873015873015872	0.2253968253968254	0.03492063492063492	0.10158730158730159	0.12698412698412698	0	0.0	0.18213058419243985	0.0	0.0	0	0.0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	8	4	5	cc	0.6567	2.0	1812.0	6.0	38.852097130242825	0.511245533869347	0.5	146.0	718.0	945.0	56.16438356164384	26.18384401114206	0.7597883597883598	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182613	Q96R30	315	35339	0.7219	8.54	7	0	7	1	315	315	1	0	1	0	0	0	0	0	0	3	0.0380952380952381	0.1111111111111111	0.03492063492063492	0.06031746031746032	0.12380952380952381	1	0.0	0.020618556701030927	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	cc	0.1981	2.0	4777.0	2.0	47.05882352941176	0.6598140501646576	1.0	434.0	3395.0	945.0	63.1336405529954	43.21060382916053	3.592592592592593	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000136158	O43597	315	34688	-0.6673	8.4	0	0	18	1	315	315	0	0	0	0	0	0	0	0	0	1	0.08253968253968254	0.2222222222222222	0.09206349206349207	0.06666666666666667	0.044444444444444446	1	0.030405405405405407	0.18556701030927836	0.05346153846153845	0.08532244071717754	4	0.19682539682539682	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	3	3	8	cc	0.5189	21.0	2286.0	2.0	47.94400699912511	0.6185954374364514	0.3125	556.0	782.0	945.0	60.07194244604317	30.434782608695656	0.8275132275132275	0.0	0.0			0.0	11.0	11.0	84.0	80.0	37.01190476190476	0.8541154761904762	1.0	99.0	1.0	1.0	1.0	0.0	14.066496163682864
ENSG00000128595	O43852	315	37107	-1.1466	4.23	0	1	15	20	315	296	0	1	0	0	1	7	0	0	0	1	0.0	0.41216216216216217	0.02702702702702703	0.05405405405405406	0.11486486486486487	1	0.0	0.9522058823529411	0.05	0.08653846153846155	2	0.08445945945945946	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	6	4	8	cc	0.4042	48.0	5266.0	7.0	40.52411697683251	0.5939503770673003	0.75	85.0	4233.0	945.0	63.52941176470588	38.86132766359556	4.479365079365079	0.0	0.0			0.0	22.0	22.0	78.0	56.0	19.897435897435894	0.2078179487179487	1.0	167.0	1.0	1.0	1.0	0.0	5.197259626742263
ENSG00000162971	A2RUC4	315	36548	-0.4295	7.65	0	0	19	1	315	315	0	0	0	0	0	0	0	0	0	1	0.009523809523809525	0.27936507936507937	0.05396825396825397	0.047619047619047616	0.12380952380952381	0	0.0	0.36769759450171824	0.031666666666666676	0.05595238095238095	2	0.08253968253968254	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	go	0.5199	30.0	5123.0	8.0	37.82939683779036	0.5136341734856611	0.9375	21.0	4154.0	945.0	66.66666666666666	36.95233509870005	4.395767195767196	0.0	0.0			0.0	3.0	3.0	1.0	58.0	58.0	0.5662	1.0	132.0	1.0	1.0	1.0	0.0	0.7221954742416947
ENSG00000178026	Q2VPJ9	315	34740	-0.3016	9.68	0	0	10	1	315	315	0	0	0	0	0	0	0	0	0	2	0.01904761904761905	0.23174603174603176	0.06349206349206349	0.06666666666666667	0.044444444444444446	0	0.0	0.24054982817869416	0.031666666666666676	0.031666666666666676	1	0.0380952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.2879	40.0	1233.0	4.0	66.18004866180048	0.6865958506522707	0.9375	34.0	251.0	945.0	76.47058823529412	57.76892430278885	0.2656084656084656	0.0	0.0			0.0	0.0	0.0	0.0				0.0	107.0	0.0	1.0	0.0	0.0	0.0
ENSG00000215883	Q6IPT4	315	35892	-0.2092	4.79	0	0	15	1	315	315	0	0	0	0	0	0	0	0	0	1	0.04126984126984127	0.22857142857142856	0.05396825396825397	0.06349206349206349	0.12063492063492064	0	0.0	0.0859106529209622	0.07038461538461538	0.09371794871794871	3	0.14285714285714285	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	go	0.4179	24.0	6193.0	8.0	51.44518004198289	0.646323685774917	0.0625	277.0	4968.0	945.0	56.317689530685925	50.42270531400966	5.257142857142857	0.0	0.0			0.0	1.0	1.0	4.0	33.0	22.0	0.006325	1.0	132.0	1.0	1.0	1.0	0.0	0.20128824476650564
ENSG00000129460	Q8NEJ9	315	35894	-0.8143	10.22	0	0	14	2	315	314	0	0	0	0	0	6	0	0	0	1	0.0	0.3375796178343949	0.041401273885350316	0.044585987261146494	0.03503184713375796	0	0.0	0.5724137931034483	0.065	0.15012820512820513	3	0.14331210191082802	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	10	2	8	cc	0.39	42.0	1108.0	11.0	46.29963898916967	0.5485259846231295	0.6875	13.0	147.0	945.0	61.53846153846154	29.931972789115648	0.1555555555555555	1.0	1.0	3.0	3.0	0.0	3.0	3.0	0.0				0.0	149.0	1.0	1.0	1.0	0.0	20.408163265306122
ENSG00000144468	Q8TEB9	315	35823	-0.1381	8.35	4	0	8	1	315	315	0	0	0	0	0	0	0	0	0	1	0.01904761904761905	0.1619047619047619	0.06031746031746032	0.08253968253968254	0.13968253968253969	1	0.0	0.06872852233676977	0.03	0.03	1	0.050793650793650794	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	4	2	4	cc	0.2233	50.0	5061.0	9.0	43.05473226635053	0.5340133231733483	0.6875	425.0	3688.0	945.0	49.1764705882353	41.67570498915401	3.902645502645503	0.0	0.0			0.0	3.0	3.0	5.0	55.0	25.6	0.14276	1.0	153.0	1.0	1.0	1.0	0.0	0.8134490238611713
ENSG00000103591	Q6PD74	315	34594	-0.2714	4.25	0	0	12	1	315	315	0	0	0	0	0	2	0	0	0	1	0.01904761904761905	0.24126984126984127	0.044444444444444446	0.05714285714285714	0.06666666666666667	2	0.0	0.29896907216494845	0.08666666666666667	0.14459336349924587	4	0.2126984126984127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	cc	0.3469	26.0	3132.0	10.0	42.84802043422733	0.532894758159463	0.8125	30.0	2154.0	945.0	73.33333333333333	41.364902506963794	2.2793650793650797	0.0	0.0			0.0	4.0	4.0	297.0	65.0	37.09090909090909	0.8138521885521885	1.0	147.0	1.0	1.0	1.0	0.0	1.8570102135561746
ENSG00000187808	A6NJG2	315	33803	-0.399	9.9	0	0	20	1	315	315	0	0	0	0	0	0	0	0	0	1	0.012698412698412698	0.2253968253968254	0.05714285714285714	0.10476190476190476	0.050793650793650794	2	0.0	0.22336769759450173	0.05346153846153845	0.1508241758241758	4	0.16825396825396827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.5917	1.0	1615.0	1.0	65.51083591331269	0.6352073161788617	1.0	80.0	587.0	945.0	70.0	55.19591141396933	0.6211640211640211	0.0	0.0			0.0	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0	0.0
