ensg	length	n_trypsin	n_lysc	n_gluc	n_gluc_de	n_chymotrypsin	n_aspn
ENSG00000122133	180	9	4	4	7	6	6
ENSG00000198931	180	12	4	6	11	5	5
ENSG00000132603	180	9	7	3	11	11	7
ENSG00000129128	180	7	5	3	7	9	8
ENSG00000204308	180	7	2	3	10	6	4
ENSG00000173598	180	8	4	8	11	11	6
ENSG00000054116	180	9	5	12	9	13	6
ENSG00000155621	179	7	6	3	10	5	3
ENSG00000141748	179	7	5	11	13	10	5
ENSG00000147684	179	9	8	11	10	10	6
ENSG00000182551	179	10	7	11	12	11	11
ENSG00000187959	179	10	10	6	11	15	7
ENSG00000125741	179	9	4	9	9	7	0
ENSG00000141378	179	8	6	3	7	5	5
ENSG00000158234	179	10	10	11	11	14	8
ENSG00000165997	179	11	8	12	15	9	5
ENSG00000184508	179	8	4	10	11	6	7
ENSG00000175063	179	11	9	9	14	6	5
ENSG00000118526	179	9	9	6	8	5	6
ENSG00000112514	179	6	3	6	7	6	2
ENSG00000152760	179	11	10	4	9	8	2
ENSG00000168303	179	8	0	3	2	12	2
ENSG00000162980	179	9	6	12	14	9	5
ENSG00000134539	179	6	6	9	8	11	1
ENSG00000129187	178	11	10	7	11	10	7
ENSG00000142676	178	9	13	8	12	6	6
ENSG00000118579	178	6	5	6	7	6	8
ENSG00000127129	178	9	4	7	12	8	4
ENSG00000174500	178	9	2	10	10	9	3
ENSG00000136634	178	7	5	10	12	5	4
ENSG00000173452	178	5	1	5	6	4	1
ENSG00000081154	178	12	13	6	7	3	3
ENSG00000048162	178	10	10	7	9	7	9
ENSG00000089327	178	3	3	6	8	2	8
ENSG00000107833	178	8	3	6	8	4	6
ENSG00000111229	178	10	10	8	10	9	5
ENSG00000243279	178	4	2	1	3	6	2
ENSG00000213139	178	7	5	9	12	9	6
ENSG00000105974	178	10	9	7	5	12	6
ENSG00000172172	178	13	6	4	9	8	5
ENSG00000171960	177	11	10	5	11	10	7
ENSG00000184811	177	6	1	6	6	3	3
ENSG00000104432	177	10	9	9	10	7	5
ENSG00000133665	177	10	10	10	9	8	1
ENSG00000153443	177	3	2	3	7	6	2
ENSG00000188931	177	7	6	3	6	3	2
ENSG00000170788	177	12	6	7	6	3	4
ENSG00000087494	177	7	2	8	10	4	3
ENSG00000185829	177	10	8	1	7	7	3
ENSG00000169704	177	6	1	2	7	6	6
ENSG00000142856	177	9	7	10	9	5	3
ENSG00000136689	177	7	6	8	9	8	8
ENSG00000166090	177	8	1	6	8	8	4
ENSG00000188542	176	11	3	7	6	5	0
ENSG00000131475	176	11	7	7	9	7	4
ENSG00000147676	176	2	0	0	6	6	4
ENSG00000117505	176	7	4	11	12	1	2
ENSG00000123144	176	5	3	7	11	3	6
ENSG00000159713	176	11	12	5	11	8	7
ENSG00000105640	176	9	8	3	8	9	3
ENSG00000148386	176	8	4	7	10	10	5
ENSG00000196715	176	7	4	4	5	9	2
ENSG00000109084	176	8	2	6	6	9	2
ENSG00000171864	176	9	4	6	7	12	1
ENSG00000213920	176	11	6	6	10	5	4
ENSG00000105700	176	6	2	7	10	8	6
ENSG00000141433	176	9	5	1	5	9	4
ENSG00000168081	176	10	5	7	8	9	2
ENSG00000162891	176	11	8	5	10	7	5
ENSG00000164258	175	9	6	6	7	8	5
ENSG00000109846	175	10	6	6	11	6	9
ENSG00000123810	175	7	2	3	8	10	5
ENSG00000106541	175	9	4	4	11	8	8
ENSG00000184903	175	6	4	5	9	6	6
ENSG00000158042	175	13	4	6	10	8	8
ENSG00000087086	175	8	5	7	10	7	9
ENSG00000143954	175	5	5	4	6	7	3
ENSG00000106631	175	10	9	9	9	10	8
ENSG00000144034	175	8	8	8	13	8	5
ENSG00000182187	175	9	1	11	12	8	6
ENSG00000188277	175	9	3	5	8	6	5
ENSG00000172016	175	5	4	3	6	7	2
ENSG00000006377	175	8	1	0	5	8	4
ENSG00000123545	175	14	11	8	9	6	4
ENSG00000165527	175	7	4	5	10	8	7
ENSG00000112667	174	9	0	8	6	10	5
ENSG00000109255	174	6	2	5	6	6	3
ENSG00000186150	174	10	10	9	9	2	1
ENSG00000124802	174	12	7	4	8	6	5
ENSG00000133393	174	12	6	8	11	5	8
ENSG00000174950	174	8	3	5	8	5	2
ENSG00000188393	174	9	8	1	8	13	8
ENSG00000265241	174	8	5	8	9	8	5
ENSG00000168582	174	9	2	5	12	8	8
ENSG00000163254	174	10	1	11	12	8	6
ENSG00000118231	174	9	0	7	12	9	8
ENSG00000182093	174	11	7	3	4	7	3
ENSG00000205090	173	6	2	4	8	9	7
ENSG00000197614	173	7	5	5	7	5	7
ENSG00000160202	173	11	5	8	12	7	12
ENSG00000131368	173	9	9	5	6	8	2
ENSG00000140905	173	7	4	8	8	7	3
ENSG00000214087	173	8	5	6	10	3	3
ENSG00000189320	173	9	5	2	8	7	7
ENSG00000170293	173	2	0	4	5	8	1
ENSG00000184489	173	10	8	9	9	10	4
ENSG00000203727	173	8	4	9	13	4	6
ENSG00000215375	173	10	10	10	9	10	7
ENSG00000074842	173	5	5	7	9	12	2
ENSG00000183463	173	11	1	11	12	3	6
ENSG00000112245	173	9	8	7	9	11	3
ENSG00000105507	173	11	4	11	8	6	5
ENSG00000168701	173	4	2	4	4	8	2
ENSG00000187556	173	10	6	7	8	5	1
ENSG00000180879	173	7	3	5	10	8	6
ENSG00000069812	173	11	4	9	11	2	2
ENSG00000117691	172	11	5	6	7	7	5
ENSG00000126768	172	9	1	2	5	6	4
ENSG00000170262	172	5	2	7	6	5	2
ENSG00000104164	172	5	6	8	10	3	5
ENSG00000140990	172	11	11	6	8	8	4
ENSG00000187855	172	10	3	9	12	6	5
ENSG00000177143	172	9	7	9	8	5	9
ENSG00000118680	172	9	5	9	8	11	9
ENSG00000168002	172	11	8	7	8	11	4
ENSG00000142046	172	6	0	6	5	9	1
ENSG00000162078	172	9	8	3	8	9	2
ENSG00000228075	172	11	5	5	10	5	7
ENSG00000119421	172	7	9	9	9	7	11
ENSG00000085231	172	10	4	13	7	7	5
ENSG00000119862	172	10	3	4	10	7	8
ENSG00000133112	172	8	5	11	10	6	7
ENSG00000147400	172	9	7	9	8	5	7
ENSG00000272325	172	9	3	7	9	11	3
ENSG00000213015	172	10	1	5	8	6	2
ENSG00000101335	172	9	5	9	8	11	8
ENSG00000167286	171	8	2	3	12	9	10
ENSG00000170091	171	7	5	7	10	10	3
ENSG00000135447	171	8	6	7	9	1	4
ENSG00000134375	171	6	2	2	4	7	3
ENSG00000101608	171	9	5	10	8	11	9
ENSG00000162222	171	5	5	5	11	8	4
ENSG00000130066	171	9	7	8	10	8	5
ENSG00000198860	171	5	3	8	11	7	7
ENSG00000187123	171	10	4	7	9	7	5
ENSG00000213714	171	12	11	6	8	7	1
ENSG00000133636	170	6	6	6	5	9	2
ENSG00000122136	170	6	8	8	10	9	5
ENSG00000164047	170	9	5	2	10	10	7
ENSG00000181778	170	2	0	6	7	9	2
ENSG00000221823	170	9	8	6	11	10	10
ENSG00000179636	170	10	11	6	11	8	6
ENSG00000141504	170	10	8	8	9	8	8
ENSG00000132388	170	10	8	9	11	8	8
ENSG00000188386	170	9	8	7	11	12	10
ENSG00000146469	170	10	6	3	6	9	7
ENSG00000179958	170	11	2	9	12	6	10
ENSG00000124444	170	9	6	4	4	6	3
ENSG00000173641	170	8	1	10	10	3	7
ENSG00000100319	170	12	3	5	8	6	7
ENSG00000064652	169	10	8	10	13	9	5
ENSG00000179902	169	10	7	6	8	13	3
ENSG00000131143	169	11	10	7	8	8	4
ENSG00000089505	169	4	4	5	8	8	3
ENSG00000180209	169	11	10	10	9	10	8
ENSG00000164182	169	11	12	7	6	5	2
ENSG00000183888	169	11	6	1	4	2	1
ENSG00000103024	169	12	1	6	10	10	7
ENSG00000121579	169	11	10	5	8	7	7
ENSG00000163209	169	17	17	13	14	5	0
ENSG00000100300	169	5	1	1	2	9	1
ENSG00000175197	169	3	4	7	10	4	6
ENSG00000114902	169	2	1	6	6	4	2
ENSG00000123080	168	10	3	5	10	5	5
ENSG00000180875	168	9	5	7	10	8	1
ENSG00000100418	168	5	4	4	9	9	4
ENSG00000129480	168	11	8	5	9	4	4
ENSG00000105894	168	8	8	8	10	2	3
ENSG00000127252	168	5	2	6	10	10	5
ENSG00000002330	168	9	0	4	6	4	4
ENSG00000099624	168	3	1	5	5	5	4
ENSG00000255154	168	7	4	7	7	10	3
ENSG00000152147	167	6	4	13	13	7	10
ENSG00000136003	167	12	9	7	10	5	7
ENSG00000176261	167	7	7	10	9	10	7
ENSG00000184007	167	10	7	6	9	11	3
ENSG00000160318	167	3	0	1	3	4	2
ENSG00000166118	167	8	5	6	10	3	5
ENSG00000062582	167	10	7	5	7	8	3
ENSG00000143222	167	8	9	8	9	10	7
ENSG00000182362	167	5	6	6	9	7	5
ENSG00000198133	167	5	1	7	9	8	1
ENSG00000155265	167	11	6	7	9	11	4
ENSG00000174992	167	9	3	2	10	11	6
ENSG00000153140	167	11	9	9	8	8	10
ENSG00000170627	167	10	6	7	9	7	6
ENSG00000213853	167	2	0	3	5	10	3
ENSG00000126950	167	7	9	2	5	6	2
ENSG00000173991	167	11	2	5	5	5	3
ENSG00000163320	167	12	11	4	9	6	7
ENSG00000174697	167	7	3	4	9	5	7
ENSG00000197921	166	8	9	7	9	5	4
ENSG00000168887	166	7	2	6	12	5	9
ENSG00000149792	166	11	5	5	8	10	8
ENSG00000172757	166	10	11	8	12	8	10
ENSG00000160799	166	9	7	10	8	0	5
ENSG00000111245	166	10	10	7	8	11	7
ENSG00000129355	166	9	2	7	12	1	9
ENSG00000173467	166	10	6	7	10	6	5
ENSG00000111537	166	6	7	6	10	8	7
ENSG00000172023	166	4	3	6	9	11	4
ENSG00000100348	166	8	4	4	5	6	4
ENSG00000115386	166	6	4	6	7	11	2
ENSG00000167985	166	9	5	9	10	10	5
ENSG00000196990	166	6	0	5	4	7	1
ENSG00000165410	166	11	11	9	13	8	10
ENSG00000187969	166	7	4	2	4	6	2
ENSG00000146618	166	8	4	7	9	7	5
ENSG00000148950	166	8	4	4	11	9	8
ENSG00000130921	166	9	9	7	8	3	2
ENSG00000196337	165	10	2	2	3	4	2
ENSG00000184787	165	5	4	10	12	8	6
ENSG00000109220	165	11	10	4	5	7	2
ENSG00000124614	165	10	5	11	13	4	4
ENSG00000175376	165	7	4	5	7	5	3
ENSG00000204147	165	7	3	6	11	11	6
ENSG00000187608	165	9	4	7	8	6	2
ENSG00000132406	165	3	1	3	5	6	1
ENSG00000183971	165	11	0	3	6	3	3
ENSG00000188038	165	7	0	3	6	2	2
ENSG00000125868	165	11	11	10	14	7	9
ENSG00000142694	165	3	0	4	6	5	4
ENSG00000196262	165	10	8	6	8	12	3
ENSG00000160886	165	10	5	9	9	11	2
ENSG00000197958	165	9	7	7	10	1	3
ENSG00000183395	165	8	8	3	5	7	4
ENSG00000143013	165	8	4	1	7	7	5
ENSG00000198729	165	5	2	7	5	4	1
ENSG00000069764	165	9	4	7	7	4	2
ENSG00000289549	164	9	8	5	8	12	4
ENSG00000160055	164	6	5	4	7	5	1
ENSG00000172922	164	10	1	7	8	3	5
ENSG00000136696	164	10	6	1	8	10	7
ENSG00000112081	164	7	2	5	6	8	1
ENSG00000196368	164	10	5	9	10	10	5
ENSG00000185262	164	3	2	2	5	6	1
ENSG00000182459	164	3	1	7	9	9	4
ENSG00000279782	164	9	8	5	8	12	4
ENSG00000185022	164	8	6	9	9	0	3
ENSG00000198821	164	9	8	5	10	12	8
ENSG00000271567	164	9	8	5	8	12	4
ENSG00000288867	164	8	8	3	8	12	4
ENSG00000023572	164	7	5	5	11	9	6
ENSG00000231256	164	7	6	6	9	5	4
ENSG00000122824	164	10	5	9	10	10	5
ENSG00000124762	164	10	3	6	8	5	9
ENSG00000101200	164	9	2	4	6	6	4
ENSG00000263353	164	9	8	3	8	12	4
ENSG00000270339	164	8	8	3	8	12	4
ENSG00000204671	164	8	6	5	6	6	7
ENSG00000136159	164	10	8	6	4	8	3
ENSG00000236334	164	8	8	3	8	12	4
ENSG00000182591	163	4	0	0	1	3	1
ENSG00000140044	163	7	7	5	7	1	3
ENSG00000166595	163	6	3	9	9	3	4
ENSG00000174007	163	5	5	9	8	8	4
ENSG00000113558	163	10	11	6	6	6	9
ENSG00000167397	163	4	2	1	3	9	1
ENSG00000127445	163	9	5	8	12	10	5
ENSG00000164967	163	9	3	5	8	4	4
ENSG00000167272	163	9	4	3	5	4	3
ENSG00000137133	163	11	4	1	6	5	6
ENSG00000137876	163	4	7	7	6	8	2
ENSG00000188761	163	8	3	10	11	8	6
ENSG00000183615	163	6	2	3	6	4	5
ENSG00000104818	163	10	4	2	3	4	2
ENSG00000102931	163	8	7	10	8	8	8
ENSG00000176485	162	6	3	5	10	6	5
ENSG00000197063	162	11	7	7	7	0	1
ENSG00000164136	162	5	4	9	8	7	3
ENSG00000088543	162	4	1	4	4	5	4
ENSG00000133328	162	6	2	4	9	4	5
ENSG00000147164	162	9	5	7	9	10	5
ENSG00000112799	162	3	5	7	7	10	3
ENSG00000183807	162	11	5	5	6	7	1
ENSG00000105971	162	8	7	3	5	10	5
ENSG00000162493	162	2	2	8	7	3	5
ENSG00000149483	162	4	4	1	5	10	4
ENSG00000255833	161	9	1	4	7	10	2
ENSG00000011638	161	4	3	1	4	10	4
ENSG00000189067	161	1	0	1	3	11	1
ENSG00000240344	161	11	10	3	7	9	5
ENSG00000185414	161	8	12	7	7	4	4
ENSG00000154096	161	6	4	4	5	4	2
ENSG00000178473	161	8	6	1	2	7	2
ENSG00000114854	161	6	6	9	6	3	8
ENSG00000176401	161	4	0	5	9	6	6
ENSG00000167863	161	10	10	10	9	10	6
ENSG00000149357	161	9	4	7	6	5	7
ENSG00000169385	161	4	1	2	3	5	1
ENSG00000120656	161	6	5	8	7	3	2
ENSG00000132965	161	5	3	3	4	9	1
ENSG00000122026	160	7	10	4	4	7	1
ENSG00000135698	160	10	6	7	6	8	6
ENSG00000004776	160	7	1	4	9	6	4
ENSG00000172366	160	5	1	7	7	8	2
ENSG00000166797	160	7	3	5	5	5	3
ENSG00000163235	160	5	2	4	7	4	3
ENSG00000166569	160	9	9	10	9	5	5
ENSG00000171433	160	10	10	6	10	6	9
ENSG00000125952	160	10	9	7	11	5	7
ENSG00000101470	160	10	4	10	4	7	8
ENSG00000100290	160	4	0	8	8	6	6
ENSG00000162384	160	8	7	9	10	7	7
ENSG00000213064	160	7	5	2	2	11	2
ENSG00000169397	160	8	0	1	4	7	3
ENSG00000110958	160	9	8	9	8	6	6
ENSG00000099860	160	7	3	5	10	2	7
ENSG00000145642	160	6	4	6	7	6	2
ENSG00000204370	159	4	2	1	5	9	3
ENSG00000173335	159	4	4	5	6	8	1
ENSG00000130222	159	6	3	10	9	5	7
ENSG00000214216	159	9	10	7	10	6	5
ENSG00000169964	159	2	1	1	1	8	1
ENSG00000167105	159	7	2	6	4	7	0
ENSG00000185442	159	7	1	3	4	3	2
ENSG00000177674	159	6	1	3	5	11	5
ENSG00000124562	159	3	4	1	4	3	2
ENSG00000153130	159	7	3	7	9	2	5
ENSG00000007255	159	7	2	5	8	11	4
ENSG00000167874	159	6	0	1	1	8	1
ENSG00000162244	159	4	11	2	4	3	1
ENSG00000198818	159	6	4	1	3	9	3
ENSG00000132465	159	8	4	7	6	3	9
ENSG00000127074	159	8	8	11	10	9	2
ENSG00000183396	159	6	3	2	6	3	2
ENSG00000172465	159	6	6	7	5	3	3
ENSG00000106367	158	10	7	11	9	6	9
ENSG00000142188	158	3	1	1	3	8	2
ENSG00000143727	158	9	5	9	7	8	6
ENSG00000149507	158	8	3	10	12	8	7
ENSG00000197520	158	9	7	6	7	6	3
ENSG00000136897	158	9	4	6	8	8	5
ENSG00000134717	158	5	6	3	6	2	4
ENSG00000135363	158	7	6	5	11	8	11
ENSG00000103275	158	7	8	9	11	7	3
ENSG00000142534	158	10	9	5	5	10	1
ENSG00000173272	158	9	5	5	8	2	3
ENSG00000197620	158	9	3	7	7	6	2
ENSG00000197021	158	9	3	7	7	6	2
ENSG00000182400	158	13	11	7	10	12	3
ENSG00000186352	158	7	6	7	10	1	7
ENSG00000185808	158	4	2	5	7	9	3
ENSG00000134193	158	8	8	3	8	6	3
ENSG00000122862	158	4	2	6	8	5	5
ENSG00000152082	158	7	5	5	8	2	2
ENSG00000260456	158	6	0	3	4	5	0
ENSG00000159388	158	8	5	7	8	6	3
ENSG00000003249	158	4	2	9	6	4	3
ENSG00000182287	157	10	7	11	9	6	8
ENSG00000126756	157	8	7	6	8	6	4
ENSG00000170584	157	7	6	7	8	9	7
ENSG00000182512	157	7	1	5	7	6	5
ENSG00000114391	157	9	12	3	7	6	1
ENSG00000175857	157	2	3	5	4	6	4
ENSG00000122783	157	6	3	5	5	1	3
ENSG00000102317	157	8	1	5	10	7	8
ENSG00000175449	157	10	7	8	9	10	8
ENSG00000102178	157	9	5	6	8	5	5
ENSG00000125650	156	9	0	1	4	8	3
ENSG00000106268	156	6	5	2	5	9	7
ENSG00000181585	156	4	3	5	6	3	4
ENSG00000114503	156	9	4	8	8	9	7
ENSG00000137331	156	3	1	6	5	4	2
ENSG00000165799	156	7	7	1	6	6	2
ENSG00000198242	156	7	10	4	9	6	6
ENSG00000129538	156	7	4	4	7	9	1
ENSG00000204070	156	5	1	2	5	9	3
ENSG00000147889	156	8	0	7	8	5	8
ENSG00000198517	156	10	9	8	8	0	1
ENSG00000130045	156	9	5	10	11	7	5
ENSG00000143947	156	6	6	6	6	5	7
ENSG00000004779	156	7	2	5	4	7	6
ENSG00000133874	155	5	4	5	4	7	1
ENSG00000106341	155	7	8	6	9	2	9
ENSG00000143110	155	7	3	4	7	4	3
ENSG00000135002	155	7	7	5	6	6	5
ENSG00000125968	155	9	2	9	10	1	1
ENSG00000112115	155	11	4	7	10	5	3
ENSG00000204923	155	9	4	6	8	8	5
ENSG00000273611	155	10	8	8	7	3	2
ENSG00000153006	155	7	8	8	10	2	3
ENSG00000124380	155	6	7	2	4	3	3
ENSG00000069509	155	6	4	5	4	8	2
ENSG00000113578	155	8	5	4	7	13	1
ENSG00000008394	155	5	3	4	4	11	3
ENSG00000148803	154	7	5	11	10	6	4
ENSG00000166265	154	3	2	0	4	7	5
ENSG00000106400	154	4	2	3	8	7	5
ENSG00000152056	154	9	6	11	9	6	8
ENSG00000122694	154	8	7	8	8	9	1
ENSG00000123091	154	7	1	6	8	7	7
ENSG00000198125	154	8	9	9	9	7	6
ENSG00000189159	154	6	3	5	6	4	3
ENSG00000132507	154	8	6	5	8	6	9
ENSG00000145247	154	11	9	4	5	8	2
ENSG00000142168	154	8	5	8	10	4	7
ENSG00000165898	154	12	0	6	8	6	2
ENSG00000236444	154	8	6	10	11	9	7
ENSG00000143256	154	10	12	9	8	1	1
ENSG00000163807	154	9	9	10	9	4	6
ENSG00000182676	154	8	2	4	8	7	5
ENSG00000155330	154	7	11	9	10	2	5
ENSG00000185651	154	7	7	9	10	9	7
ENSG00000123349	154	8	8	11	12	5	6
ENSG00000243749	154	5	4	6	7	8	0
ENSG00000114023	154	9	4	6	10	7	4
ENSG00000172346	153	7	4	5	6	12	2
ENSG00000145912	153	5	2	5	7	7	4
ENSG00000276380	153	12	8	8	8	4	5
ENSG00000135441	153	8	4	10	11	7	4
ENSG00000175785	153	4	2	2	3	4	2
ENSG00000136950	153	9	5	7	9	5	3
ENSG00000156587	153	9	5	8	11	7	4
ENSG00000169609	153	5	5	6	8	0	1
ENSG00000166329	153	4	5	8	9	2	7
ENSG00000144063	153	2	0	0	3	7	2
ENSG00000149609	153	11	6	4	7	2	3
ENSG00000134864	153	8	1	8	9	9	4
ENSG00000109471	153	7	5	3	4	4	2
ENSG00000163577	153	8	8	4	9	7	7
ENSG00000150459	153	12	9	5	9	6	6
ENSG00000170935	153	10	4	9	8	9	8
ENSG00000214026	153	9	2	4	6	7	7
ENSG00000123569	153	10	6	5	6	1	1
ENSG00000147123	153	10	5	6	7	9	3
ENSG00000168894	153	8	3	10	8	7	3
ENSG00000113520	153	8	9	7	10	9	3
ENSG00000182346	153	8	7	7	8	6	3
ENSG00000159224	153	9	6	6	8	6	3
ENSG00000214253	152	7	9	6	7	4	2
ENSG00000253148	152	8	8	7	10	10	8
ENSG00000137434	152	6	2	4	4	8	5
ENSG00000239672	152	10	7	6	9	10	6
ENSG00000196860	152	7	5	5	7	9	2
ENSG00000179774	152	10	1	7	10	6	2
ENSG00000243678	152	11	8	5	10	11	5
ENSG00000124596	152	11	7	9	13	6	7
ENSG00000177889	152	10	7	6	9	4	5
ENSG00000204979	152	5	3	4	4	5	1
ENSG00000231500	152	9	11	1	7	5	6
ENSG00000131669	152	4	2	1	4	8	3
ENSG00000102007	152	5	1	2	7	9	2
ENSG00000143198	152	7	3	3	3	11	0
ENSG00000055070	152	8	4	4	6	1	5
ENSG00000148344	152	7	2	2	2	8	2
ENSG00000115363	152	5	0	7	8	5	1
ENSG00000239704	152	5	5	6	6	5	2
ENSG00000110700	151	9	9	4	6	9	4
ENSG00000175206	151	8	1	3	7	6	4
ENSG00000182533	151	7	5	3	1	6	5
ENSG00000165828	151	7	5	9	8	5	5
ENSG00000165553	151	8	3	7	7	10	4
ENSG00000119655	151	10	10	6	6	4	4
ENSG00000147223	151	2	2	2	8	4	4
ENSG00000092841	151	10	7	9	10	5	7
ENSG00000145826	151	6	5	2	3	5	1
ENSG00000064199	151	9	7	9	7	4	4
ENSG00000164587	151	4	7	6	9	1	5
ENSG00000106153	151	4	3	4	3	4	1
ENSG00000162704	151	10	8	5	7	5	5
ENSG00000183891	151	5	3	8	8	9	6
ENSG00000104343	151	4	4	8	10	5	5
ENSG00000103018	150	6	4	8	7	8	5
ENSG00000169413	150	8	6	0	4	6	4
ENSG00000126878	150	8	7	8	8	5	2
ENSG00000156973	150	4	5	9	9	8	3
ENSG00000131142	150	5	6	3	4	8	1
ENSG00000163882	150	9	4	8	8	10	10
ENSG00000178741	150	10	3	7	10	6	6
ENSG00000226174	150	8	0	7	9	4	3
ENSG00000153879	150	1	3	5	5	1	3
ENSG00000158716	150	12	2	4	9	7	4
ENSG00000170180	150	5	2	4	8	3	2
ENSG00000204428	150	5	4	1	5	5	4
ENSG00000143933	149	9	5	10	6	4	7
ENSG00000170946	149	8	7	6	10	10	11
ENSG00000104886	149	9	2	8	9	8	2
ENSG00000198668	149	9	5	10	6	4	7
ENSG00000178363	149	11	4	10	6	4	7
ENSG00000242485	149	8	9	6	7	8	3
ENSG00000117632	149	9	11	10	8	1	1
ENSG00000188610	149	3	3	1	6	8	6
ENSG00000160014	149	9	5	10	6	4	7
ENSG00000175315	149	7	5	3	7	5	7
ENSG00000215784	149	7	3	1	6	6	6
ENSG00000110852	149	7	7	3	10	9	8
ENSG00000263513	149	7	3	1	6	6	6
ENSG00000184524	149	7	6	5	8	1	4
ENSG00000196550	149	3	3	1	6	8	6
ENSG00000203907	149	7	3	8	6	4	2
ENSG00000166441	148	7	9	1	4	6	2
ENSG00000241258	148	7	4	8	8	3	1
ENSG00000205352	148	1	1	0	0	1	0
ENSG00000170890	148	5	4	1	9	7	7
ENSG00000111196	148	10	9	7	7	7	9
ENSG00000130255	148	12	0	5	7	3	2
ENSG00000124196	148	6	4	3	5	4	5
ENSG00000167617	148	7	1	3	10	2	8
ENSG00000275722	148	5	2	4	7	5	6
ENSG00000119147	148	8	4	6	6	6	6
ENSG00000090382	148	9	4	2	9	6	5
ENSG00000106028	148	9	5	7	9	9	7
ENSG00000107223	148	10	9	6	7	0	7
ENSG00000101236	148	5	3	4	5	7	1
ENSG00000108826	148	8	5	4	4	7	0
ENSG00000185863	147	3	0	7	6	5	4
ENSG00000119986	147	7	3	9	8	6	2
ENSG00000085871	147	3	1	2	2	8	1
ENSG00000072401	147	4	3	3	9	6	8
ENSG00000167641	147	4	5	3	4	2	6
ENSG00000188817	147	8	6	5	6	4	8
ENSG00000107020	147	9	6	7	8	5	1
ENSG00000153048	147	7	3	4	5	7	3
ENSG00000189283	147	10	5	9	7	10	4
ENSG00000118271	147	6	4	5	9	9	3
ENSG00000244734	147	11	7	6	7	8	4
ENSG00000213934	147	11	8	4	6	6	5
ENSG00000109332	147	4	2	3	9	6	8
ENSG00000268799	147	6	4	5	7	6	3
ENSG00000078967	147	4	3	4	9	6	8
ENSG00000213931	147	12	9	5	7	8	2
ENSG00000223609	147	11	7	6	7	8	4
ENSG00000181562	147	8	7	7	5	8	1
ENSG00000181552	147	9	9	7	6	8	3
ENSG00000258436	147	7	3	8	8	5	4
ENSG00000175643	147	8	3	6	6	5	6
ENSG00000204472	147	6	8	9	8	5	3
ENSG00000164978	147	10	6	9	9	8	3
ENSG00000204237	147	8	2	7	11	6	7
ENSG00000148229	147	8	7	5	3	3	2
ENSG00000131508	147	4	2	4	9	6	8
ENSG00000173457	147	5	1	7	6	5	6
ENSG00000196565	147	11	8	4	6	6	5
ENSG00000141026	146	5	3	7	8	1	3
ENSG00000180398	146	5	3	7	6	2	3
ENSG00000198398	146	0	0	0	5	10	5
ENSG00000178372	146	9	4	10	8	3	6
ENSG00000101439	146	7	4	1	4	5	4
ENSG00000157093	146	8	3	4	7	6	1
ENSG00000158825	146	5	4	8	11	9	3
ENSG00000171160	146	7	5	7	10	5	4
ENSG00000159763	146	9	6	2	8	4	7
ENSG00000182195	146	7	1	8	7	8	2
ENSG00000162385	146	10	9	7	7	6	9
ENSG00000211584	146	5	1	0	0	8	0
ENSG00000068985	146	5	5	9	8	1	9
ENSG00000106603	146	9	7	5	5	7	2
ENSG00000151365	146	5	3	6	8	4	6
ENSG00000105193	146	11	11	4	4	7	3
ENSG00000143543	146	8	6	8	8	8	1
ENSG00000150787	145	10	8	6	7	9	5
ENSG00000077984	145	7	6	4	9	6	3
ENSG00000173726	145	5	7	3	5	4	3
ENSG00000164929	145	7	3	7	9	2	6
ENSG00000037241	145	6	9	3	6	5	1
ENSG00000169575	145	5	2	2	5	7	3
ENSG00000170043	145	10	6	4	11	7	4
ENSG00000166143	145	5	6	7	6	4	7
ENSG00000198832	145	6	2	7	9	7	3
ENSG00000178381	145	10	7	2	9	6	5
ENSG00000213463	145	8	2	2	7	6	6
ENSG00000161929	145	6	3	4	3	7	2
ENSG00000161970	145	6	9	3	6	5	1
ENSG00000115268	145	6	5	5	5	5	1
ENSG00000115523	145	8	2	6	9	3	8
ENSG00000180992	145	8	5	2	5	4	3
ENSG00000184752	145	9	7	5	10	8	4
ENSG00000100478	144	7	5	9	9	5	7
ENSG00000153037	144	7	7	7	10	4	4
ENSG00000106245	144	8	7	6	7	5	4
ENSG00000173674	144	7	8	5	6	10	6
ENSG00000186010	144	8	2	7	8	7	4
ENSG00000160124	144	8	9	8	10	5	6
ENSG00000152944	144	6	5	4	8	4	6
ENSG00000168309	144	10	3	7	7	3	2
ENSG00000188257	144	7	8	0	5	8	2
ENSG00000198692	144	7	8	5	6	10	6
ENSG00000197191	144	6	1	4	4	5	1
ENSG00000215529	144	7	7	7	8	8	7
ENSG00000100528	144	2	1	3	5	6	1
ENSG00000177042	143	2	0	2	4	5	1
ENSG00000136867	143	0	0	1	4	6	2
ENSG00000186468	143	6	9	0	6	7	4
ENSG00000196976	143	6	1	2	8	2	6
ENSG00000188486	143	7	5	2	3	2	1
ENSG00000110492	143	8	7	5	7	3	3
ENSG00000089685	142	8	8	10	9	9	2
ENSG00000144231	142	9	7	8	8	4	2
ENSG00000100216	142	7	2	3	3	2	4
ENSG00000130755	142	8	6	6	7	8	4
ENSG00000167531	142	7	6	3	7	8	3
ENSG00000196072	142	7	6	6	8	5	9
ENSG00000086506	142	9	4	1	8	7	6
ENSG00000257704	142	3	0	2	3	4	1
ENSG00000250479	142	2	1	3	3	3	2
