ensg	uniprot	length	mw_da	gravy	pI	n_tm	has_signal	n_tryptic_7_30	mature_start	mature_end	mature_length	n_glyco_sites	n_mod_res	n_disulfide	n_lipid_sites	n_glyco_sites_observed	n_mod_res_observed	n_disulfide_observed	n_lipid_sites_observed	has_propeptide	pe_level	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	disorder_fraction_proxy	pest_score_max	pest_score_sum	n_pest_regions	pest_fraction	is_secreted	is_ecm	is_membrane	is_nuclear	is_chromatin	is_cytoplasmic	is_mitochondrial	is_er_golgi	is_lysosome	is_peroxisome	is_endosome	is_vesicle	is_lipid_droplet	is_cytoskeleton	is_projection	n_compartments	is_multilocal	topo_multipass	topo_single_type1	topo_single_type2	topo_single_other	topo_peripheral	topo_lipid_anchor	topo_extracellular_aa	topo_cytoplasmic_aa	loc_n_clauses	loc_n_observed	loc_go_n_terms	loc_source	tryptic_per_kda	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio	is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding	mirna_site_density	pa_n_peptides	pa_n_proteotypic	pa_observed	frac_measured	n_obs	median_log_abundance	log_len	log_pa	log_tryptic
ENSG00000173369	P02746	253	26722	-0.4681	8.87	0	1	12	28	253	226	0	0	0	0	0	18	2	0	0	1	0.0176991150442477	0.1858407079646017	0.1061946902654867	0.168141592920354	0.079646017699115	0	0.038647342995169	0.0297029702970297	0.0026923076923076	0.0026923076923076	1	0.0575221238938053	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	9	cc	0.4491	22.0	1098.0	3.0	58.28779599271403	0.6956742323393141	0.4375	85.0	251.0	759.0	63.52941176470588	51.39442231075697	0.3306982872200263	1.0	2.0	4.0	5.0	0.0	0.0	0.0	1.0	71.0	71.0	0.2192	1.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	129.0	1				2.403120521175818	2.1398790864012365	1.0791812460476249
ENSG00000111790	Q9NVK5	253	29426	-0.8036	5.87	0	0	15	1	253	253	0	0	0	0	0	1	0	0	0	1	0.0079051383399209	0.3320158102766798	0.0118577075098814	0.0237154150197628	0.0276679841897233	1	0.0	0.7161572052401747	0.032	0.0623589743589743	3	0.1897233201581027	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.5098	27.0	2932.0	7.0	35.23192360163711	0.4908648703585608	0.4375	255.0	1915.0	759.0	62.35294117647059	29.08616187989556	2.523056653491436	0.0	0.0			0.0	0.0	0.0	114.0	44.0	23.57017543859649	0.0752798245614035	1.0	155.0	1.0	1.0	1.0	0.0	0.0	78.0	77.0	1	1.0	10.0	1.089905111439398	2.403120521175818	1.8976270912904414	1.1760912590556813
ENSG00000006757	P41247	253	27980	-0.0083	9.54	0	0	15	1	253	253	0	0	0	0	0	0	0	0	0	1	0.0158102766798418	0.2094861660079051	0.0434782608695652	0.067193675889328	0.0909090909090909	1	0.0	0.0698689956331877	0.0196153846153846	0.0196153846153846	1	0.0513833992094861	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	cc	0.5361	26.0	3342.0	7.0	42.1903052064632	0.5703087332993482	0.375	141.0	2439.0	759.0	63.82978723404256	38.78638786387864	3.2134387351778657	0.0	0.0			0.0	1.0	1.0	0.0				0.0	93.0	1.0	1.0	1.0	0.0	0.4100041000410004	43.0	43.0	1	0.3	10.0	-0.2924298239020636	2.403120521175818	1.6434526764861874	1.1760912590556813
ENSG00000171867	P04156	253	27661	-1.0966	9.67	0	1	7	23	230	208	0	0	0	1	2	0	1	0	1	1	0.0096153846153846	0.1682692307692307	0.0721153846153846	0.2019230769230769	0.110576923076923	2	0.1587301587301587	0.1739130434782608	0.0133333333333333	0.0133333333333333	1	0.0576923076923076	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	2	15	cc	0.2531	13.0	2435.0	2.0	44.76386036960985	0.664861899857783	0.625	67.0	1606.0	759.0	67.16417910447761	37.42216687422167	2.115942028985508	1.0	2.0	1.0	1.0	0.0	4.0	4.0	3.0	24.0	24.0	0.1924	1.0	145.0	1.0	1.0	1.0	0.0	2.4906600249066	162.0	162.0	1	1.0	5.0	1.0043213737826426	2.403120521175818	2.2121876044039577	0.8450980400142568
ENSG00000183520	Q9Y3A2	253	30447	-1.1332	10.86	0	0	11	1	253	253	0	0	0	0	0	2	0	0	0	1	0.0039525691699604	0.4071146245059288	0.0237154150197628	0.0237154150197628	0.075098814229249	1	0.0	0.9039301310043668	0.0	0.0	0	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5	cc	0.3613	10.0	2023.0	8.0	43.00543746910529	0.5346347993285422	0.8125	69.0	1192.0	759.0	57.971014492753625	42.36577181208054	1.5704874835309617	0.0	0.0			0.0	1.0	1.0	132.0	89.0	51.95454545454545	0.713265909090909	1.0	158.0	1.0	1.0	1.0	0.0	0.8389261744966443	90.0	90.0	1	1.0	10.0	0.8639173769578604	2.403120521175818	1.9590413923210936	1.0413926851582251
ENSG00000126698	O75937	253	29842	-1.3099	9.71	0	0	13	2	253	252	0	0	0	0	0	4	0	0	0	1	0.0	0.4246031746031746	0.0317460317460317	0.0436507936507936	0.0714285714285714	1	0.0	0.8771929824561403	0.0866666666666666	0.0866666666666666	1	0.0476190476190476	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	cc	0.4356	41.0	1763.0	9.0	44.41293250141804	0.5502126958989972	0.75	31.0	970.0	759.0	67.74193548387096	44.43298969072165	1.2779973649538867	1.0	3.0	91.33333333333331	129.0	1.0	2.0	2.0	0.0				0.0	164.0	1.0	1.0	1.0	0.0	2.061855670103093	276.0	275.0	1	1.0	10.0	1.8530895298518653	2.403120521175818	2.4424797690644486	1.1139433523068367
ENSG00000169504	Q9Y696	253	28772	-0.4187	5.26	1	0	14	2	253	252	0	5	0	0	0	3	0	0	0	1	0.0158730158730158	0.2896825396825397	0.0674603174603174	0.0396825396825396	0.0873015873015873	0	0.0	0.4780701754385965	0.05	0.1153809523809523	4	0.238095238095238	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	6	1	0	0	0	1	0	0	0	0	14	4	18	cc	0.4866	21.0	4253.0	6.0	36.3508111920997	0.5730782243507642	0.9375	107.0	3384.0	759.0	73.83177570093457	33.51063829787234	4.458498023715415	0.0	0.0			0.0	16.0	15.0	4.0	15.0	14.0	0.3133	1.0	164.0	1.0	1.0	1.0	0.0	4.728132387706856	363.0	327.0	1	1.0	3.0	2.130333768495006	2.403120521175818	2.561101383649056	1.146128035678238
ENSG00000172315	Q96S44	253	28160	-0.2945	10.06	0	0	10	1	253	253	0	0	0	0	0	2	0	0	0	1	0.0079051383399209	0.2766798418972332	0.0474308300395256	0.0632411067193675	0.067193675889328	0	0.0	0.3624454148471616	0.0099999999999999	0.0099999999999999	1	0.0790513833992094	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	5	cc	0.3551	3.0	3180.0	2.0	43.61635220125786	0.5765693797680066	0.8125	30.0	2388.0	759.0	63.33333333333333	38.94472361809046	3.1462450592885376	1.0	1.0	4.0	4.0	0.0	6.0	6.0	9.0	80.0	47.66666666666666	0.1615	1.0	121.0	1.0	1.0	1.0	0.0	2.512562814070352	73.0	73.0	1	1.0	10.0	0.9633155113861112	2.403120521175818	1.8692317197309762	1.0
ENSG00000177697	P48509	253	28295	0.3296	7.52	4	0	10	1	253	253	1	0	0	0	0	0	0	4	0	1	0.0592885375494071	0.1699604743083003	0.0079051383399209	0.0790513833992094	0.1067193675889328	1	0.0	0.0655021834061135	0.0085714285714285	0.0085714285714285	1	0.0553359683794466	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	3	2	6	cc	0.3534	70.0	1545.0	9.0	61.48867313915858	0.7466128717199906	0.625	144.0	639.0	759.0	71.52777777777779	62.441314553990615	0.841897233201581	1.0	4.0	3.0	3.0	0.0	3.0	3.0	2.0	23.0	23.0	0.0168	1.0	164.0	1.0	1.0	1.0	0.0	4.694835680751174	64.0	62.0	1	1.0	10.0	1.2041199826559248	2.403120521175818	1.8129133566428555	1.0
ENSG00000160813	Q8TAP8	253	27953	-0.6455	8.92	0	0	12	1	253	253	0	0	0	0	0	2	0	0	0	1	0.0118577075098814	0.2727272727272727	0.1462450592885375	0.0632411067193675	0.0316205533596837	0	0.0	0.296943231441048	0.0557142857142856	0.1289130434782608	5	0.3517786561264822	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	4	3	2	cc	0.4293	9.0	963.0	4.0	66.04361370716511	0.6048030208589322	0.4375	123.0	78.0	759.0	68.29268292682927	32.05128205128205	0.1027667984189723	0.0	0.0			0.0	0.0	0.0	0.0				0.0	154.0	0.0	1.0	1.0	0.0	0.0	40.0	39.0	1	0.5714285714285714	7.0	-0.1732774798310078	2.403120521175818	1.6127838567197355	1.0791812460476249
ENSG00000105619	P0C1Z6	253	28278	-0.9632	4.88	0	0	8	1	253	253	0	0	0	0	0	7	0	0	0	1	0.0039525691699604	0.3320158102766798	0.0948616600790513	0.0948616600790513	0.0513833992094861	0	0.0	0.6462882096069869	0.0566666666666666	0.1309176788124156	3	0.1976284584980237	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	cc	0.2829	10.0	1180.0	6.0	61.77966101694915	0.6160743090633045	0.6875	388.0	30.0	759.0	60.30927835051546	53.333333333333336	0.0395256916996047	0.0	0.0			0.0	1.0	1.0	36.0	77.0	27.08333333333333	0.2008083333333333	1.0	148.0	1.0	1.0	1.0	0.0	33.333333333333336	44.0	0.0	1	0.0	10.0	0.5987905067631151	2.403120521175818	1.6532125137753437	0.9030899869919435
ENSG00000108474	Q9Y2B2	252	28531	0.1671	8.23	1	0	11	1	252	252	0	0	0	0	0	0	0	0	0	1	0.0198412698412698	0.1904761904761904	0.0277777777777777	0.0595238095238095	0.0952380952380952	0	0.0	0.1008771929824561	0.0703846153846153	0.0862179487179487	3	0.1626984126984127	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	2	2	cc	0.3855	28.0	1289.0	7.0	49.41815360744764	0.5993044355867722	0.75	17.0	513.0	756.0	52.94117647058824	43.27485380116959	0.6785714285714286	0.0	0.0			0.0	0.0	0.0	4.0	56.0	55.25	0.243425	1.0	157.0	1.0	1.0	1.0	0.0	0.0	9.0	9.0	1	0.0	10.0	-1.2676062401770316	2.401400540781544	1.0	1.0413926851582251
ENSG00000167642	O43291	252	28228	-0.4187	7.98	1	1	11	28	252	225	2	0	6	0	0	0	0	0	0	1	0.0533333333333333	0.2355555555555555	0.0355555555555555	0.0622222222222222	0.1022222222222222	2	0.0	0.1840796019900497	0.0276666666666666	0.0276666666666666	1	0.0666666666666666	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	2	5	cc	0.3897	32.0	1688.0	7.0	55.33175355450237	0.6853249486383687	0.9375	320.0	609.0	756.0	71.25	42.20032840722496	0.8055555555555556	0.0	0.0			0.0	1.0	1.0	62.0	81.0	45.064516129032256	0.1298370967741935	1.0	128.0	1.0	1.0	1.0	0.0	1.6420361247947457	49.0	35.0	1	1.0	9.0	0.292256071356476	2.401400540781544	1.6989700043360187	1.0413926851582251
ENSG00000198546	Q8NB15	252	28265	-0.5187	7.71	0	0	12	1	252	252	0	0	0	0	0	1	0	0	0	1	0.0436507936507936	0.2658730158730158	0.0833333333333333	0.0595238095238095	0.0873015873015873	0	0.0	0.337719298245614	0.0703846153846153	0.0816483516483516	4	0.246031746031746	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.4246	20.0	1084.0	6.0	60.51660516605166	0.6835647269388979	0.5	30.0	295.0	756.0	86.66666666666667	54.57627118644067	0.3902116402116402	0.0	0.0			0.0	0.0	0.0	0.0				0.0	139.0	1.0	1.0	1.0	0.0	0.0	28.0	11.0	1	0.5	10.0	-0.4571745730408201	2.401400540781544	1.462397997898956	1.0791812460476249
ENSG00000146670	Q96FF9	252	27601	-0.6544	10.35	0	0	13	1	252	252	0	0	0	0	0	13	0	0	0	1	0.0119047619047619	0.2936507936507936	0.115079365079365	0.0555555555555555	0.0436507936507936	0	0.0	0.3903508771929824	0.0703846153846153	0.2485989010989011	4	0.25	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	3	7	cc	0.471	15.0	2475.0	6.0	55.07070707070707	0.632920122522699	0.5	62.0	1654.0	756.0	74.19354838709677	52.6602176541717	2.187830687830688	1.0	1.0	6.0	6.0	0.0	0.0	0.0	12.0	90.0	71.66666666666667	0.3566833333333333	1.0	162.0	1.0	1.0	1.0	0.0	0.0	61.0	61.0	1	0.0	7.0	0.7387805584843692	2.401400540781544	1.792391689498254	1.1139433523068367
ENSG00000170956	P40198	252	27091	0.0234	6.51	1	1	8	35	252	218	2	0	0	0	0	0	0	0	0	1	0.0091743119266055	0.1513761467889908	0.055045871559633	0.0825688073394495	0.0688073394495412	2	0.0	0.0309278350515463	0.0365384615384615	0.0889946018893387	3	0.2018348623853211	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.2953	12.0	1167.0	7.0	56.38389031705226	0.5933100901751788	1.0	91.0	317.0	756.0	56.04395604395605	59.62145110410094	0.4193121693121693	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	13.0	1	0.0	4.0	-0.744727494896694	2.401400540781544	1.6434526764861874	0.9030899869919435
ENSG00000170370	Q04743	252	28303	-0.6734	10.39	0	0	12	1	252	252	0	0	0	0	0	0	0	0	0	1	0.0039682539682539	0.2142857142857142	0.1071428571428571	0.0317460317460317	0.0873015873015873	2	0.0042918454935622	0.1929824561403508	0.0873076923076923	0.1238461538461538	2	0.1031746031746031	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	3	0	3	cc	0.424	5.0	2595.0	3.0	50.71290944123314	0.6156460023984838	0.5625	522.0	1314.0	756.0	54.21455938697319	42.99847792998478	1.738095238095238	0.0	0.0			0.0	11.0	11.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	8.37138508371385	13.0	11.0	1	0.0	2.0	-1.408935392973501	2.401400540781544	1.146128035678238	1.0791812460476249
ENSG00000132563	Q9BRK0	252	28261	-0.3024	10.09	2	0	15	1	252	252	0	1	0	0	0	0	0	0	0	1	0.0	0.2698412698412698	0.0595238095238095	0.0476190476190476	0.0992063492063492	0	0.0	0.4736842105263157	0.0207142857142857	0.0207142857142857	1	0.0833333333333333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	5	cc	0.5308	24.0	2131.0	8.0	62.92820272172689	0.7228315107281367	0.875	152.0	1214.0	762.0	84.21052631578947	63.59143327841845	1.5931758530183726	0.0	0.0			0.0	6.0	5.0	25.0	23.0	16.52	0.8218079999999999	1.0	70.0	0.0	1.0	0.0	0.0	4.942339373970346	34.0	30.0	1	0.8	5.0	-0.2716462179787715	2.401400540781544	1.5440680443502757	1.1760912590556813
ENSG00000163864	Q96T66	252	28322	-0.3512	9.69	0	0	18	1	252	252	0	0	0	0	0	0	0	0	0	1	0.0119047619047619	0.2103174603174603	0.0555555555555555	0.0674603174603174	0.0674603174603174	1	0.0	0.0219298245614035	0.0316666666666666	0.091	3	0.1547619047619047	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	cc	0.6355	47.0	2023.0	7.0	51.75481957488878	0.6806888017896916	0.4375	445.0	819.0	756.0	63.370786516853926	41.63614163614164	1.0833333333333333	0.0	0.0			0.0	7.0	7.0	0.0				0.0	121.0	1.0	1.0	1.0	0.0	8.547008547008547	60.0	49.0	1	1.0	10.0	-0.2628073572952627	2.401400540781544	1.7853298350107671	1.255272505103306
ENSG00000179598	Q8N2A8	252	28273	-0.194	9.67	1	0	14	1	252	252	0	0	0	0	0	0	0	0	0	1	0.0277777777777777	0.2182539682539682	0.0555555555555555	0.0674603174603174	0.0793650793650793	2	0.0	0.2017543859649122	0.05	0.0525	2	0.1111111111111111	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	4	2	3	cc	0.4952	3.0	2578.0	2.0	53.29712955779674	0.6414372357441863	0.8125	47.0	1772.0	756.0	74.46808510638297	48.137697516930025	2.343915343915344	0.0	0.0			0.0	0.0	0.0	0.0				0.0	134.0	1.0	1.0	1.0	0.0	0.0	22.0	22.0	1	0.0	9.0	-1.494850021680094	2.401400540781544	1.3617278360175928	1.146128035678238
ENSG00000128951	P33316	252	26563	-0.329	8.19	0	0	10	70	252	183	0	0	0	0	0	2	0	0	0	1	0.0109289617486338	0.2459016393442623	0.0710382513661202	0.1311475409836065	0.081967213114754	0	0.0	0.2578616352201258	0.0444117647058823	0.0797963800904977	4	0.3224043715846995	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	cc	0.3765	19.0	2141.0	7.0	44.13825315273237	0.5166472222776944	0.5	87.0	1295.0	756.0	67.81609195402298	33.745173745173744	1.712962962962963	0.0	0.0			0.0	4.0	3.0	85.0	51.0	22.91764705882353	0.1704270588235294	1.0	165.0	1.0	1.0	1.0	0.0	3.088803088803089	302.0	302.0	1	1.0	10.0	2.03342375548695	2.401400540781544	2.481442628502305	1.0
ENSG00000109321	P15514	252	27895	-1.5379	10.17	1	1	5	101	187	87	3	0	0	0	0	0	3	0	1	1	0.0689655172413793	0.3793103448275862	0.0459770114942528	0.0689655172413793	0.057471264367816	2	0.0588235294117647	0.7619047619047619	0.0	0.0	0	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	7	cc	0.1792	5.0	1234.0	6.0	45.29983792544571	0.5217815494764999	0.25	210.0	265.0	756.0	70.95238095238095	29.81132075471698	0.3505291005291005	1.0	1.0	2.0	2.0	0.0	1.0	1.0	10.0	88.0	39.2	0.42403	1.0	62.0	1.0	1.0	1.0	0.0	3.773584905660377	12.0	12.0	1	0.0	1.0	0.0644579892269184	2.401400540781544	1.1139433523068367	0.6989700043360189
ENSG00000159200	P53805	252	28079	-0.4421	4.86	0	0	10	1	252	252	0	1	0	0	0	2	0	0	0	1	0.0158730158730158	0.2698412698412698	0.0833333333333333	0.0555555555555555	0.0873015873015873	1	0.0	0.2807017543859649	0.0242857142857142	0.0376190476190476	2	0.1031746031746031	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	go	0.3561	15.0	2503.0	4.0	47.94246903715541	0.6281347952253169	0.6875	102.0	1642.0	756.0	84.31372549019608	40.92570036540804	2.171957671957672	1.0	1.0	3.0	3.0	0.0	21.0	20.0	39.0	42.0	20.25641025641025	0.806974358974359	1.0	138.0	1.0	1.0	1.0	0.0	12.789281364190012	37.0	31.0	1	0.0	6.0	0.0043213737826425	2.401400540781544	1.5797835966168101	1.0
ENSG00000129911	Q9BXK1	252	25431	-0.4254	10.46	0	0	9	1	252	252	0	0	0	0	0	2	0	0	0	1	0.0317460317460317	0.1825396825396825	0.1388888888888889	0.0992063492063492	0.0436507936507936	0	0.1244635193133047	0.25	0.0085714285714285	0.0085714285714285	1	0.0555555555555555	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	cc	0.3539	5.0	2901.0	2.0	67.76973457428474	0.663875651642421	0.5	82.0	2060.0	756.0	85.36585365853658	63.68932038834952	2.7248677248677247	0.0	0.0			0.0	8.0	6.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0	3.883495145631068	64.0	60.0	1	0.0	9.0	0.292256071356476	2.401400540781544	1.8129133566428555	0.9542425094393249
ENSG00000123843	P20851	252	28357	-0.4128	4.71	0	1	12	18	252	235	2	0	8	0	3	0	0	0	0	1	0.0595744680851063	0.2382978723404255	0.0638297872340425	0.0638297872340425	0.0893617021276595	5	0.0	0.1232227488151658	0.0242857142857142	0.0242857142857142	1	0.0595744680851063	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.4232	49.0	960.0	7.0	47.708333333333336	0.6058378881904292	0.0625	137.0	64.0	756.0	54.01459854014598	31.25	0.0846560846560846	0.0	0.0			0.0	0.0	0.0	18.0	39.0	26.11111111111111	0.0951888888888888	1.0	100.0	0.0	1.0	0.0	0.0	0.0	88.0	88.0	1	1.0	1.0	2.7075701760979363	2.401400540781544	1.9493900066449128	1.0791812460476249
ENSG00000100122	P53674	252	28023	-0.5546	8.88	0	0	16	2	252	251	0	0	0	0	0	1	0	0	0	1	0.0039840637450199	0.2151394422310757	0.0796812749003984	0.095617529880478	0.1235059760956175	0	0.0	0.1277533039647577	0.0534615384615384	0.1197948717948718	4	0.2589641434262948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.571	9.0	1041.0	6.0	57.34870317002881	0.682344928338457	0.75	70.0	212.0	756.0	61.42857142857143	41.9811320754717	0.2804232804232804	0.0	0.0			0.0	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0	0.0	91.0	87.0	1				2.401400540781544	1.9637878273455553	1.2041199826559248
ENSG00000184471	P60827	252	27685	-0.3643	9.96	0	1	10	18	252	235	0	0	0	0	0	0	0	0	0	1	0.0212765957446808	0.2297872340425532	0.076595744680851	0.1148936170212766	0.0936170212765957	0	0.0	0.2464454976303317	0.0	0.0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	cc	0.3612	3.0	3406.0	5.0	66.47093364650617	0.7141623704160117	0.625	274.0	2373.0	756.0	62.40875912408759	65.52886641382216	3.138888888888889	0.0	0.0			0.0	0.0	0.0	0.0				0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	1				2.401400540781544	0.6989700043360189	1.0
ENSG00000091651	Q9Y5N6	252	28107	-0.331	8.9	0	0	14	1	252	252	0	0	0	0	0	2	0	0	0	1	0.0317460317460317	0.2976190476190476	0.0436507936507936	0.0396825396825396	0.0436507936507936	0	0.0	0.4561403508771929	0.0314705882352941	0.0525816993464052	3	0.1865079365079365	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7	cc	0.4981	21.0	1615.0	7.0	45.88235294117647	0.550514416335041	0.9375	47.0	809.0	756.0	63.82978723404256	43.63411619283066	1.07010582010582	1.0	2.0	6.0	6.0	0.0	6.0	6.0	45.0	34.0	22.6	0.6865	1.0	160.0	1.0	1.0	1.0	0.0	7.416563658838071	45.0	45.0	1	0.0	9.0	-0.2806687130162733	2.401400540781544	1.662757831681574	1.146128035678238
ENSG00000154640	Q14201	252	29116	-0.7302	9.28	0	0	11	1	252	252	0	0	0	0	0	0	0	0	0	1	0.0277777777777777	0.2658730158730158	0.1031746031746031	0.0396825396825396	0.0992063492063492	0	0.0	0.4429824561403508	0.05	0.0892307692307692	3	0.1507936507936507	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	go	0.3778	35.0	1410.0	5.0	43.12056737588652	0.5453621845520913	0.5	211.0	440.0	756.0	74.40758293838863	28.863636363636363	0.582010582010582	0.0	0.0			0.0	7.0	6.0	11.0	67.0	46.18181818181818	0.1119	1.0	159.0	1.0	1.0	1.0	0.0	15.909090909090908	17.0	12.0	1	0.3	10.0	-1.6989700043360187	2.401400540781544	1.255272505103306	1.0413926851582251
ENSG00000100307	O95931	251	28341	-0.7486	10.02	0	0	9	1	251	251	0	0	0	0	0	0	0	0	0	1	0.0079681274900398	0.3147410358565737	0.1115537848605577	0.0637450199203187	0.0796812749003984	0	0.0	0.5242290748898678	0.0	0.0	0	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	6	cc	0.3176	33.0	4111.0	6.0	59.304305521770864	0.7066652327275549	0.375	236.0	3119.0	753.0	80.08474576271186	56.26803462648285	4.142098273572377	0.0	0.0			0.0	13.0	12.0	0.0				0.0	146.0	1.0	1.0	1.0	0.0	4.168002564924655	21.0	21.0	1	1.0	8.0	-1.1249387366083	2.399673721481038	1.3424226808222062	0.9542425094393249
ENSG00000112273	Q5TGJ6	251	27234	-1.0135	4.21	0	0	9	1	251	251	0	0	0	0	0	0	0	0	0	1	0.0119521912350597	0.3346613545816733	0.1075697211155378	0.0916334661354581	0.0717131474103585	1	0.0689655172413793	0.5947136563876652	0.0703846153846153	0.1852136752136752	3	0.1752988047808765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.3305	1.0	2101.0	1.0	58.01999048072346	0.662696596248601	0.5625	10.0	1335.0	753.0	50.0	52.35955056179776	1.7729083665338643	0.0	0.0			0.0	2.0	2.0	0.0				0.0	7.0	0.0	0.0	0.0	0.0	1.49812734082397	72.0	57.0	1	1.0	1.0	-0.5003129173815962	2.399673721481038	1.863322860120456	0.9542425094393249
ENSG00000222018	B9A014	251	29214	-0.3131	8.46	0	0	11	1	251	251	0	0	0	0	0	0	0	0	0	2	0.0438247011952191	0.2390438247011952	0.0438247011952191	0.0517928286852589	0.1274900398406374	1	0.0	0.2995594713656387	0.0365384615384615	0.0365384615384615	1	0.0517928286852589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.3765	1.0	961.0	1.0	43.60041623309053	0.5848908361092827	0.0	0.0	205.0	753.0		46.34146341463415	0.2722443559096945	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				2.399673721481038	0.3010299956639812	1.0413926851582251
ENSG00000172232	P20160	251	26886	-0.2486	9.28	0	1	8	27	248	222	0	0	0	0	3	0	4	0	1	1	0.036036036036036	0.1711711711711711	0.063063063063063	0.1171171171171171	0.072072072072072	3	0.0	0.0404040404040404	0.0316666666666666	0.045	2	0.1081081081081081	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	5	4	6	cc	0.2976	4.0	907.0	5.0	67.47519294377067	0.6860608320878149	0.625	10.0	141.0	753.0	90.0	73.04964539007092	0.1872509960159362	0.0	0.0			0.0	0.0	0.0	1.0	24.0	24.0	0.0004	1.0	121.0	1.0	1.0	1.0	0.0	0.0	169.0	0.0	1	1.0	2.0	2.230448921378274	2.399673721481038	2.230448921378274	0.9030899869919435
